1.590000	13.750000	1
16.270000	22.820000	2
25.340000	32.080000	3
37.260000	50.450000	4
53.780000	66.790000	5
69.980000	81.230000	6
83.670000	99.260000	7
108.100000	124.560000	8
127.920000	135.940000	9
138.930000	146.640000	10
150.250000	161.840000	11
165.320000	173.380000	12
176.860000	187.540000	13
190.160000	196.860000	14
201.200000	214.070000	15
217.580000	232.740000	16
235.700000	247.250000	17
250.710000	259.480000	18
263.120000	274.840000	19
282.650000	288.230000	20
301.540000	315.370000	21
317.970000	327.900000	22
330.600000	341.780000	23
345.120000	357.080000	24
362.520000	368.610000	25
371.920000	382.310000	26
387.880000	394.390000	27
397.620000	408.230000	28
411.660000	418.170000	29
421.030000	435.350000	30
438.890000	450.820000	31
453.640000	464.260000	32
471.450000	483.260000	33
489.580000	503.780000	34
506.220000	512.620000	35
514.940000	526.340000	36
528.870000	539.500000	37
544.440000	555.850000	38
561.510000	571.810000	39
576.400000	588.080000	40
594.570000	606.360000	41
608.750000	620.780000	42
623.920000	640.580000	43
645.090000	657.790000	44
660.660000	670.610000	45
676.580000	686.060000	46
690.290000	698.800000	47
704.650000	717.610000	48
721.210000	731.420000	49
737.100000	747.530000	50
752.050000	763.930000	51
768.500000	779.810000	52
785.610000	798.590000	53
802.120000	814.750000	54
821.590000	832.330000	55
840.250000	852.090000	56
859.040000	873.220000	57
879.760000	895.700000	58
900.580000	910.560000	59
915.350000	927.490000	60
936.840000	952.260000	61
958.670000	968.860000	62
976.320000	993.310000	63
996.780000	1011.860000	64
1016.020000	1029.600000	65
1036.560000	1053.090000	66
1058.660000	1070.020000	67
1075.460000	1092.610000	68
1096.870000	1107.880000	69
1112.090000	1126.110000	70
1130.050000	1140.500000	71
1145.060000	1157.640000	72
1164.820000	1183.270000	73
1188.120000	1198.380000	74
1206.150000	1219.710000	75
1223.680000	1235.100000	76
1237.560000	1249.430000	77
1257.020000	1272.130000	78
1278.160000	1285.870000	79
1291.480000	1297.620000	80
1305.940000	1318.010000	81
1322.800000	1336.170000	82
1341.140000	1352.040000	83
1356.250000	1373.730000	84
1380.830000	1397.270000	85
1412.000000	1421.400000	86
1426.300000	1438.620000	87
1445.080000	1456.020000	88
1461.230000	1472.270000	89
1477.640000	1495.660000	90
1505.820000	1521.890000	91
1529.870000	1540.710000	92
1549.100000	1562.080000	93
1567.680000	1583.560000	94
1586.120000	1596.340000	95
1603.970000	1615.350000	96
1618.810000	1629.770000	97
1633.700000	1647.060000	98
1656.480000	1667.240000	99
1680.020000	1695.880000	100
1698.520000	1711.130000	101
1718.800000	1729.980000	102
1734.020000	1747.440000	103
1756.390000	1772.920000	104
1785.250000	1795.660000	105
1804.080000	1815.050000	106
1818.060000	1829.550000	107
1834.190000	1850.430000	108
1855.190000	1866.030000	109
1883.470000	1896.630000	110
1916.690000	1929.040000	111
1935.220000	1948.090000	112
1952.680000	1967.930000	113
1973.400000	1984.880000	114
1988.810000	2000.610000	115
2005.490000	2018.060000	116
2022.790000	2031.830000	117
2036.880000	2049.180000	118
2054.720000	2064.450000	119
2081.410000	2098.000000	120
2101.650000	2114.100000	121
2119.360000	2135.730000	122
